NOWL/0/Outbound/1/MTWRF
Judah St & 23rd Ave,Judah St & 23rd Ave,88861,90661,92461,94261,96061,97861,99661,101461,103261,105061,106921,108781,
Judah St & 25th Ave,Judah St & 25th Ave,88892,90692,92492,94292,96092,97892,99692,101492,103292,105092,106952,108812,
Judah St & 28th Ave,Judah St & 28th Ave,88938,90738,92538,94338,96138,97938,99738,101538,103338,105138,106998,108858,
Judah St & 31st Ave,Judah St & 31st Ave,88984,90784,92584,94384,96184,97984,99784,101584,103384,105184,107044,108904,
Judah St & 34th Ave,Judah St & 34th Ave,89030,90830,92630,94430,96230,98030,99830,101630,103430,105230,107090,108950,
Judah St & Sunset Blvd,Judah St & Sunset Blvd,89069,90869,92669,94469,96269,98069,99869,101669,103469,105269,107129,108989,
Judah St & 40th Ave,Judah St & 40th Ave,89122,90922,92722,94522,96322,98122,99922,101722,103522,105322,107182,109042,
Judah St & 43rd Ave,Judah St & 43rd Ave,89168,90968,92768,94568,96368,98168,99968,101768,103568,105368,107228,109088,
Judah St & 46th Ave,Judah St & 46th Ave,89215,91015,92815,94615,96415,98215,100015,101815,103615,105415,107275,109135,
Judah/La Playa/Ocean Beach,Judah/La Playa/Ocean Beach,89261,91061,92861,94661,96461,98261,100061,101861,103661,105461,107321,109181,
Judah/La Playa/Ocean Beach,Judah/La Playa/Ocean Beach,89280,91080,92880,94680,96480,98280,100080,101880,103680,105480,107340,109200,
NOWL/1/Inbound/1/MTWRF
Judah/La Playa/Ocean Beach,Judah/La Playa/Ocean Beach,87600,89400,91200,93000,94800,96600,98400,100200,102000,103800,105600,
Judah St & 46th Ave,Judah St & 46th Ave,87642,89442,91242,93042,94842,96642,98442,100242,102042,103842,105642,
Judah St & 43rd Ave,Judah St & 43rd Ave,87690,89490,91290,93090,94890,96690,98490,100290,102090,103890,105690,
Judah St & 40th Ave,Judah St & 40th Ave,87745,89545,91345,93145,94945,96745,98545,100345,102145,103945,105745,
Judah St & Sunset Blvd,Judah St & Sunset Blvd,87795,89595,91395,93195,94995,96795,98595,100395,102195,103995,105795,
Judah St & 34th Ave,Judah St & 34th Ave,87834,89634,91434,93234,95034,96834,98634,100434,102234,104034,105834,
Judah St & 31st Ave,Judah St & 31st Ave,87890,89690,91490,93290,95090,96890,98690,100490,102290,104090,105890,
Judah St & 28th Ave,Judah St & 28th Ave,87931,89731,91531,93331,95131,96931,98731,100531,102331,104131,105931,
Judah St & 25th Ave,Judah St & 25th Ave,87979,89779,91579,93379,95179,96979,98779,100579,102379,104179,105979,
Judah St & 22nd Ave,Judah St & 22nd Ave,88035,89835,91635,93435,95235,97035,98835,100635,102435,104235,106035,
Judah St & 19th Ave,Judah St & 19th Ave,88080,89880,91680,93480,95280,97080,98880,100680,102480,104280,106080,
Judah St & 15th Ave,Judah St & 15th Ave,88137,89937,91737,93537,95337,97137,98937,100737,102537,104337,106137,
Judah St & Funston Ave,Judah St & Funston Ave,88165,89965,91765,93565,95365,97165,98965,100765,102565,104365,106165,
Judah St & 12th Ave,Judah St & 12th Ave,88178,89978,91778,93578,95378,97178,98978,100778,102578,104378,106178,
Judah St & 9th Ave,Judah St & 9th Ave,88219,90019,91819,93619,95419,97219,99019,100819,102619,104419,106219,
Irving St & 8th Ave,Irving St & 8th Ave,88263,90063,91863,93663,95463,97263,99063,100863,102663,104463,106263,
Irving St & 5th Ave,Irving St & 5th Ave,88305,90105,91905,93705,95505,97305,99105,100905,102705,104505,106305,
Irving St & Arguello Blvd,Irving St & Arguello Blvd,88358,90158,91958,93758,95558,97358,99158,100958,102758,104558,106358,
Carl St & Hillway Ave,Carl St & Hillway Ave,88383,90183,91983,93783,95583,97383,99183,100983,102783,104583,106383,
Carl St & Stanyan St,Carl St & Stanyan St,88429,90229,92029,93829,95629,97429,99229,101029,102829,104629,106429,
Carl St & Cole St,Carl St & Cole St,88465,90265,92065,93865,95665,97465,99265,101065,102865,104665,106465,
Cole St & Carl St,Cole St & Carl St,88469,90269,92069,93869,95669,97469,99269,101069,102869,104669,106469,
Cole St & Waller St,Cole St & Waller St,88512,90312,92112,93912,95712,97512,99312,101112,102912,104712,106512,
Cole St & Haight St,Cole St & Haight St,88527,90327,92127,93927,95727,97527,99327,101127,102927,104727,106527,
Haight St & Clayton St,Haight St & Clayton St,88555,90355,92155,93955,95755,97555,99355,101155,102955,104755,106555,
Haight St & Masonic Ave,Haight St & Masonic Ave,88598,90398,92198,93998,95798,97598,99398,101198,102998,104798,106598,
Haight St & Buena Vista East Ave,Haight St & Buena Vista East Ave,88659,90459,92259,94059,95859,97659,99459,101259,103059,104859,106659,
Haight St & Divisadero St,Haight St & Divisadero St,88708,90508,92308,94108,95908,97708,99508,101308,103108,104908,106708,
Haight St & Pierce St,Haight St & Pierce St,88745,90545,92345,94145,95945,97745,99545,101345,103145,104945,106745,
Fillmore St & Haight St,Fillmore St & Haight St,88800,90600,92400,94200,96000,97800,99600,101400,103200,105000,106800,
Hermann St & Fillmore St,Hermann St & Fillmore St,88876,90676,92476,94276,96076,97876,99676,101476,103276,105076,106876,
Church St & Duboce Ave,Church St & Duboce Ave,88920,90720,92520,94320,96120,97920,99720,101520,103320,105120,106920,
Market St & Dolores St,Market St & Dolores St,88975,90775,92575,94375,96175,97975,99775,101575,103375,105175,106975,
Market St & Guerrero St,Market St & Guerrero St,89041,90841,92641,94441,96241,98041,99841,101641,103441,105241,107041,
Market St & Gough St,Market St & Gough St,89133,90933,92733,94533,96333,98133,99933,101733,103533,105333,107133,
Market St & South Van Ness Ave,Market St & South Van Ness Ave,89220,91020,92820,94620,96420,98220,100020,101820,103620,105420,107220,
Market St & 9th St,Market St & 9th St,89295,91095,92895,94695,96495,98295,100095,101895,103695,105495,107295,
Market St & 8th St,Market St & 8th St,89333,91133,92933,94733,96533,98333,100133,101933,103733,105533,107333,
Market St & 7th St,Market St & 7th St,89388,91188,92988,94788,96588,98388,100188,101988,103788,105588,107388,
Market St & 6th St,Market St & 6th St,89443,91243,93043,94843,96643,98443,100243,102043,103843,105643,107443,
Market St & 5th St,Market St & 5th St,89500,91300,93100,94900,96700,98500,100300,102100,103900,105700,107500,
Market St & 4th St,Market St & 4th St,89558,91358,93158,94958,96758,98558,100358,102158,103958,105758,107558,
Market St & 3rd St,Market St & 3rd St,89616,91416,93216,95016,96816,98616,100416,102216,104016,105816,107616,
Market St & New Montgomery St,Market St & New Montgomery St,89650,91450,93250,95050,96850,98650,100450,102250,104050,105850,107650,
Market St & 1st St,Market St & 1st St,89724,91524,93324,95124,96924,98724,100524,102324,104124,105924,107724,
Market St & Beale St,Market St & Beale St,89777,91577,93377,95177,96977,98777,100577,102377,104177,105977,107777,
Market St & Steuart St,Market St & Steuart St,89830,91630,93430,95230,97030,98830,100630,102430,104230,106030,107830,
Steuart St & Mission St,Steuart St & Mission St,89880,91680,93480,95280,97080,98880,100680,102480,104280,106080,107880,
The Embarcadero & Howard St,The Embarcadero & Howard St,89927,91727,93527,95327,97127,98927,100727,102527,104327,106127,107927,
The Embarcadero & Folsom St,The Embarcadero & Folsom St,89957,91757,93557,95357,97157,98957,100757,102557,104357,106157,107957,
The Embarcadero & Townsend St,The Embarcadero & Townsend St,90083,91883,93683,95483,97283,99083,100883,102683,104483,106283,108083,
King St & 2nd St,King St & 2nd St,90155,91955,93755,95555,97355,99155,100955,102755,104555,106355,108155,
Townsend St & 5th St,Townsend St & 5th St,90360,92160,93960,95760,97560,99360,101160,102960,104760,106560,108360,
T/0/NORTH/1/MTWRF
Bayshore Blvd & Sunnydale Ave,Bayshore Blvd & Sunnydale Ave,19800,20700,21600,22500,23220,23820,24420,24960,25560,26160,26760,27360,27960,28560,29160,29760,30360,30960,31560,32220,32820,33420,34020,34620,35220,35820,36420,37020,37620,38220,38820,39420,40020,40620,41220,41820,42420,43020,43620,44220,44820,45420,46020,46620,47220,47820,48420,49020,49620,50220,50820,51420,52020,52620,53220,53820,54420,55020,55620,56220,56820,57420,58020,58620,59220,59820,60420,61020,61620,62220,62820,63420,64020,64740,65460,65520,66180,66900,67560,67620,68340,69060,69780,69900,70500,71220,72000,72900,73800,73920,74700,75600,76500,76620,77400,77460,77520,77640,78300,79200,80400,80520,80640,81600,81780,81960,82800,82920,84000,84060,84900,85620,85860,86100,86760,87300,87600,88500,
Bayshore Blvd & Areta Ave,Bayshore Blvd & Areta Ave,19877,20777,21677,22577,23297,23897,24497,25037,25637,26252,26852,27452,28052,28652,29252,29852,30452,31052,31652,32312,32912,33512,34112,34712,35312,35912,36512,37112,37712,38312,38912,39512,40112,40712,41312,41912,42512,43112,43712,44312,44912,45512,46112,46712,47312,47912,48512,49112,49712,50312,50912,51512,52112,52712,53312,53912,54512,55112,55712,56312,56912,57512,58112,58712,59312,59912,60512,61112,61712,62312,62912,63512,64112,64832,65552,65612,66272,66992,67652,67712,68432,69152,69872,69992,70592,71312,72092,72992,73892,74012,74792,75692,76592,76712,77492,77552,77612,77732,78392,79292,80492,80597,80717,81692,81857,82037,82892,82997,84092,84137,84977,85697,85937,86177,86837,87377,87677,88577,
Third Street & Le Conte Ave,Third Street & Le Conte Ave,20026,20926,21826,22726,23446,24046,24646,25186,25786,26431,27031,27631,28231,28831,29431,30031,30631,31231,31831,32491,33091,33691,34291,34891,35491,36091,36691,37291,37891,38491,39091,39691,40291,40891,41491,42091,42691,43291,43891,44491,45091,45691,46291,46891,47491,48091,48691,49291,49891,50491,51091,51691,52291,52891,53491,54091,54691,55291,55891,56491,57091,57691,58291,58891,59491,60091,60691,61291,61891,62491,63091,63691,64291,65011,65731,65791,66451,67171,67831,67891,68611,69331,70051,70171,70771,71491,72271,73171,74071,74191,74971,75871,76771,76891,77671,77731,77791,77911,78571,79471,80671,80746,80866,81871,82006,82186,83071,83146,84271,84286,85126,85846,86086,86326,86986,87526,87826,88726,
Third Street/Gilman/Paul,Third Street/Gilman/Paul,20100,21000,21900,22800,23520,24120,24720,25260,25860,26520,27120,27720,28320,28920,29520,30120,30720,31320,31920,32580,33180,33780,34380,34980,35580,36180,36780,37380,37980,38580,39180,39780,40380,40980,41580,42180,42780,43380,43980,44580,45180,45780,46380,46980,47580,48180,48780,49380,49980,50580,51180,51780,52380,52980,53580,54180,54780,55380,55980,56580,57180,57780,58380,58980,59580,60180,60780,61380,61980,62580,63180,63780,64380,65100,65820,65880,66540,67260,67920,67980,68700,69420,70140,70260,70860,71580,72360,73260,74160,74280,75060,75960,76860,76980,77760,77820,77880,78000,78660,79560,80760,80820,80940,81960,82080,82260,83160,83220,84360,84360,85200,85920,86160,86400,87060,87600,87900,88800,
Third Street & Carroll Ave,Third Street & Carroll Ave,20192,21092,21992,22892,23612,24212,24812,25352,25952,26612,27212,27812,28412,29012,29612,30212,30812,31412,32012,32672,33272,33872,34472,35072,35672,36272,36872,37472,38072,38672,39272,39872,40472,41072,41672,42272,42872,43472,44072,44672,45272,45872,46472,47072,47672,48272,48872,49472,50072,50672,51272,51872,52472,53072,53672,54272,54872,55472,56072,56672,57272,57872,58472,59072,59672,60272,60872,61472,62072,62672,63272,63872,64472,65192,65912,65972,66632,67352,68012,68072,68792,69512,70217,70337,70937,71657,72437,73337,74237,74357,75137,76037,76937,77057,77837,77897,77957,78077,78737,79637,80837,80897,81017,82037,82157,82337,83237,83297,84437,84437,85277,85997,86237,86477,87137,87677,87977,88877,
Third Street & Williams Ave,Third Street & Williams Ave,20307,21207,22107,23007,23727,24327,24927,25467,26067,26727,27327,27927,28527,29127,29727,30327,30927,31527,32127,32787,33387,33987,34587,35187,35787,36387,36987,37587,38187,38787,39387,39987,40587,41187,41787,42387,42987,43587,44187,44787,45387,45987,46587,47187,47787,48387,48987,49587,50187,50787,51387,51987,52587,53187,53787,54387,54987,55587,56187,56787,57387,57987,58587,59187,59787,60387,60987,61587,62187,62787,63387,63987,64587,65307,66027,66087,66747,67467,68127,68187,68907,69627,70313,70433,71033,71753,72533,73433,74333,74453,75233,76133,77033,77153,77933,77993,78053,78173,78833,79733,80933,80993,81113,82133,82253,82433,83333,83393,84533,84533,85373,86093,86333,86573,87233,87773,88073,88973,
Third Street/Revere/Shafter,Third Street/Revere/Shafter,20396,21296,22196,23096,23816,24416,25016,25556,26156,26816,27416,28016,28616,29216,29816,30416,31016,31616,32216,32876,33476,34076,34676,35276,35876,36476,37076,37676,38276,38876,39476,40076,40676,41276,41876,42476,43076,43676,44276,44876,45476,46076,46676,47276,47876,48476,49076,49676,50276,50876,51476,52076,52676,53276,53876,54476,55076,55676,56276,56876,57476,58076,58676,59276,59876,60476,61076,61676,62276,62876,63476,64076,64676,65396,66116,66176,66836,67556,68216,68276,68996,69716,70387,70507,71107,71827,72607,73507,74407,74527,75307,76207,77107,77227,78007,78067,78127,78247,78907,79807,81007,81067,81187,82207,82327,82507,83407,83467,84607,84607,85447,86167,86407,86647,87307,87847,88147,89047,
Third Street/Oakdale/Palou,Third Street/Oakdale/Palou,20460,21360,22260,23160,23880,24480,25080,25620,26220,26880,27480,28080,28680,29280,29880,30480,31080,31680,32280,32940,33540,34140,34740,35340,35940,36540,37140,37740,38340,38940,39540,40140,40740,41340,41940,42540,43140,43740,44340,44940,45540,46140,46740,47340,47940,48540,49140,49740,50340,50940,51540,52140,52740,53340,53940,54540,55140,55740,56340,56940,57540,58140,58740,59340,59940,60540,61140,61740,62340,62940,63540,64140,64740,65460,66180,66240,66900,67620,68280,68340,69060,69780,70440,70560,71160,71880,72660,73560,74460,74580,75360,76260,77160,77280,78060,78120,78180,78300,78960,79860,81060,81120,81240,82260,82380,82560,83460,83520,84660,84660,85500,86220,86460,86700,87360,87900,88200,89100,
Third Street/Kirkwood/La Salle,Third Street/Kirkwood/La Salle,20541,21441,22341,23241,23961,24561,25161,25701,26301,26961,27561,28161,28761,29361,29961,30561,31161,31761,32361,33021,33635,34235,34835,35435,36035,36635,37235,37835,38435,39035,39635,40235,40835,41435,42035,42635,43235,43835,44435,45035,45635,46235,46835,47435,48035,48635,49235,49835,50435,51035,51635,52235,52835,53435,54035,54635,55235,55835,56435,57035,57635,58235,58835,59435,60035,60635,61235,61835,62435,63035,63635,64235,64835,65555,66275,66335,66995,67715,68375,68435,69155,69875,70535,70655,71255,71975,72755,73655,74555,74675,75455,76341,77241,77361,78141,78201,78261,78381,79041,79941,81141,81201,81321,82341,82461,82641,83541,83601,84741,84741,85581,86301,86541,86781,87441,87981,88281,89181,
Third Street/Hudson/Innes,Third Street/Hudson/Innes,20597,21497,22397,23297,24017,24617,25217,25757,26357,27017,27617,28217,28817,29417,30017,30617,31217,31817,32417,33077,33700,34300,34900,35500,36100,36700,37300,37900,38500,39100,39700,40300,40900,41500,42100,42700,43300,43900,44500,45100,45700,46300,46900,47500,48100,48700,49300,49900,50500,51100,51700,52300,52900,53500,54100,54700,55300,55900,56500,57100,57700,58300,58900,59500,60100,60700,61300,61900,62500,63100,63700,64300,64900,65620,66340,66400,67060,67780,68440,68500,69220,69940,70600,70720,71320,72040,72820,73720,74620,74740,75520,76397,77297,77417,78197,78257,78317,78437,79097,79997,81197,81257,81377,82397,82517,82697,83597,83657,84797,84797,85637,86357,86597,86837,87497,88037,88337,89237,
Third Street & Evans Ave,Third Street & Evans Ave,20666,21566,22466,23366,24086,24686,25286,25826,26426,27086,27686,28286,28886,29486,30086,30686,31286,31886,32486,33146,33781,34381,34981,35581,36181,36781,37381,37981,38581,39181,39781,40381,40981,41581,42181,42781,43381,43981,44581,45181,45781,46381,46981,47581,48181,48781,49381,49981,50581,51181,51781,52381,52981,53581,54181,54781,55381,55981,56581,57181,57781,58381,58981,59581,60181,60781,61381,61981,62581,63181,63781,64381,64981,65701,66421,66481,67141,67861,68521,68581,69301,70021,70681,70801,71401,72121,72901,73801,74701,74821,75601,76466,77366,77486,78266,78326,78386,78506,79166,80066,81266,81326,81446,82466,82586,82766,83666,83726,84866,84866,85706,86426,86666,86906,87566,88106,88406,89306,
Third Street & Marin St,Third Street & Marin St,20820,21720,22620,23520,24240,24840,25440,25980,26580,27240,27840,28440,29040,29640,30240,30840,31440,32040,32640,33300,33960,34560,35160,35760,36360,36960,37560,38160,38760,39360,39960,40560,41160,41760,42360,42960,43560,44160,44760,45360,45960,46560,47160,47760,48360,48960,49560,50160,50760,51360,51960,52560,53160,53760,54360,54960,55560,56160,56760,57360,57960,58560,59160,59760,60360,60960,61560,62160,62760,63360,63960,64560,65160,65880,66600,66660,67320,68040,68700,68760,69480,70200,70860,70980,71580,72300,73080,73980,74880,75000,75780,76620,77520,77640,78420,78480,78540,78660,79320,80220,81420,81480,81600,82620,82740,82920,83820,83880,85020,85020,85860,86580,86820,87060,87720,88260,88560,89460,
Third Street & 23rd St,Third Street & 23rd St,20953,21853,22753,23653,24373,24973,25573,26113,26746,27406,28006,28606,29206,29806,30406,31006,31606,32206,32806,33466,34126,34726,35326,35926,36526,37126,37726,38326,38926,39526,40126,40726,41326,41926,42526,43126,43726,44326,44926,45526,46126,46726,47326,47926,48526,49126,49726,50326,50926,51526,52126,52726,53326,53926,54526,55126,55726,56326,56926,57526,58126,58726,59326,59926,60526,61126,61726,62326,62926,63526,64126,64726,65326,66046,66766,null,67486,68206,68866,null,69646,70366,71026,null,71746,72466,73246,74146,75046,null,75946,76786,77686,null,78586,null,null,null,79486,80386,81586,null,null,82786,null,null,83986,null,85186,null,null,null,null,null,null,null,null,null,
Third Street & 20th St,Third Street & 20th St,21060,21960,22860,23760,24480,25080,25680,26220,26880,27540,28140,28740,29340,29940,30540,31140,31740,32340,32940,33600,34260,34860,35460,36060,36660,37260,37860,38460,39060,39660,40260,40860,41460,42060,42660,43260,43860,44460,45060,45660,46260,46860,47460,48060,48660,49260,49860,50460,51060,51660,52260,52860,53460,54060,54660,55260,55860,56460,57060,57660,58260,58860,59460,60060,60660,61260,61860,62460,63060,63660,64260,64860,65460,66180,66900,null,67620,68340,69000,null,69780,70500,71160,null,71880,72600,73380,74280,75180,null,76080,76920,77820,null,78720,null,null,null,79620,80520,81720,null,null,82920,null,null,84120,null,85320,null,null,null,null,null,null,null,null,null,
UCSF Medical Center (Mariposa),UCSF Medical Center (Mariposa),21215,22115,23015,23915,24635,25235,25835,26375,27035,27695,28295,28908,29508,30108,30708,31308,31908,32495,33095,33755,34415,35015,35615,36215,36815,37415,38015,38615,39215,39815,40415,41015,41615,42215,42815,43415,44015,44615,45215,45815,46415,47015,47615,48215,48815,49415,50015,50615,51215,51815,52428,53028,53628,54228,54828,55428,56028,56628,57228,57828,58428,59028,59628,60228,60828,61428,62028,62628,63228,63828,64428,65028,65628,66348,67068,null,67788,68508,69168,null,69948,70655,71315,null,72035,72755,73535,74435,75335,null,76235,77075,77975,null,78875,null,null,null,79775,80675,81875,null,null,83075,null,null,84275,null,85475,null,null,null,null,null,null,null,null,null,
UCSF / Chase Center (16th St),UCSF / Chase Center (16th St),21380,22280,23180,24080,24800,25400,26000,26540,27200,27860,28460,29087,29687,30287,30887,31487,32087,32660,33260,33920,34580,35180,35780,36380,36980,37580,38180,38780,39380,39980,40580,41180,41780,42380,42980,43580,44180,44780,45380,45980,46580,47180,47780,48380,48980,49580,50180,50780,51380,51980,52607,53207,53807,54407,55007,55607,56207,56807,57407,58007,58607,59207,59807,60407,61007,61607,62207,62807,63407,64007,64607,65207,65807,66527,67247,null,67967,68687,69347,null,70127,70820,71480,null,72200,72920,73700,74600,75500,null,76400,77240,78140,null,79040,null,null,null,79940,80840,82040,null,null,83240,null,null,84440,null,85640,null,null,null,null,null,null,null,null,null,
Third Street & Mission Rock St,Third Street & Mission Rock St,21559,22459,23359,24259,24979,25579,26179,26719,27379,28039,28639,29281,29881,30481,31081,31681,32281,32839,33439,34099,34759,35359,35959,36559,37159,37759,38359,38959,39559,40159,40759,41359,41959,42559,43159,43759,44359,44959,45559,46159,46759,47359,47959,48559,49159,49759,50359,50959,51559,52159,52801,53401,54001,54601,55201,55801,56401,57001,57601,58201,58801,59401,60001,60601,61201,61801,62401,63001,63601,64201,64801,65401,66001,66721,67441,null,68161,68881,69541,null,70321,70999,71659,null,72379,73099,73879,74779,75679,null,76579,77419,78319,null,79219,null,null,null,80119,81019,82219,null,null,83419,null,null,84619,null,85819,null,null,null,null,null,null,null,null,null,
4th St & King St,4th St & King St,21780,22680,23580,24480,25200,25800,26400,26940,27600,28260,28860,29520,30120,30720,31320,31920,32520,33060,33660,34320,34980,35580,36180,36780,37380,37980,38580,39180,39780,40380,40980,41580,42180,42780,43380,43980,44580,45180,45780,46380,46980,47580,48180,48780,49380,49980,50580,51180,51780,52380,53040,53640,54240,54840,55440,56040,56640,57240,57840,58440,59040,59640,60240,60840,61440,62040,62640,63240,63840,64440,65040,65640,66240,66960,67680,null,68400,69120,69780,null,70560,71220,71880,null,72600,73320,74100,75000,75900,null,76800,77640,78540,null,79440,null,null,null,80340,81240,82440,null,null,83640,null,null,84840,null,86040,null,null,null,null,null,null,null,null,null,
Fourth Street & Brannan Northbound,Fourth Street & Brannan Northbound,22020,22920,23820,24720,25440,26040,26640,27180,27840,28500,29100,29760,30360,30960,31560,32160,32760,33300,33900,34560,35220,35820,36420,37020,37620,38220,38820,39420,40020,40620,41220,41820,42420,43020,43620,44220,44820,45420,46020,46620,47220,47820,48420,49020,49620,50220,50820,51420,52020,52620,53280,53880,54480,55080,55680,56280,56880,57480,58080,58680,59280,59880,60480,61080,61680,62280,62880,63480,64080,64680,65280,65880,66480,67200,67920,null,68640,69360,70020,null,70800,71460,72120,null,72840,73560,74340,75240,76140,null,77040,77880,78780,null,79680,null,null,null,80580,81480,82680,null,null,83880,null,null,85080,null,86280,null,null,null,null,null,null,null,null,null,
Yerba Buena/Moscone Station Northbound,Yerba Buena/Moscone Station Northbound,22260,23160,24060,24960,25680,26280,26880,27420,28080,28740,29340,30000,30600,31200,31800,32400,33000,33540,34140,34800,35460,36060,36660,37260,37860,38460,39060,39660,40260,40860,41460,42060,42660,43260,43860,44460,45060,45660,46260,46860,47460,48060,48660,49260,49860,50460,51060,51660,52260,52860,53520,54120,54720,55320,55920,56520,57120,57720,58320,58920,59520,60120,60720,61320,61920,62520,63120,63720,64320,64920,65520,66120,66720,67440,68160,null,68880,69600,70260,null,71040,71700,72360,null,73080,73800,74580,75480,76380,null,77280,78120,79020,null,79920,null,null,null,80820,81720,82920,null,null,84120,null,null,85320,null,86520,null,null,null,null,null,null,null,null,null,
