Limited/0/North/c_71024_b_84138_d_31/MTWRF
sj_diridon,San Jose Diridon Caltrain Southbound,20580,24180,27780,31380,56580,60180,63780,67380,
santa_clara,Santa Clara Caltrain Southbound,20940,24540,28140,31740,56940,60540,64140,67740,
lawrence,Lawrence Caltrain Southbound,21240,24840,28440,32040,57240,60840,64440,68040,
sunnyvale,Sunnyvale Caltrain Southbound,21420,25020,28620,32220,57420,61020,64620,68220,
mountain_view,Mountain View Caltrain Southbound,21660,25260,28860,32460,57660,61260,64860,68460,
san_antonio,San Antonio Caltrain Southbound,21840,25440,29040,32640,57840,61440,65040,68640,
california_ave,California Avenue Caltrain Southbound,22020,25620,29220,32820,58020,61620,65220,68820,
palo_alto,Palo Alto Caltrain Southbound,22200,25800,29400,33000,58200,61800,65400,69000,
menlo_park,Menlo Park Caltrain Southbound,22380,25980,29580,33180,58380,61980,65580,69180,
redwood_city,Redwood City Caltrain Southbound,22680,26280,29880,33480,58680,62280,65880,69480,
hillsdale,Hillsdale Caltrain Southbound,23100,26700,30300,33900,59100,62700,66300,69900,
san_mateo,San Mateo Caltrain Southbound,23280,26880,30480,34080,59280,62880,66480,70080,
place_MLBR,Millbrae Caltrain Southbound,23580,27180,30780,34380,59580,63180,66780,70380,
south_sf,South San Francisco Caltrain Southbound,23940,27540,31140,34740,59940,63540,67140,70740,
22nd_street,22nd Street Caltrain Southbound,24420,28020,31620,35220,60420,64020,67620,71220,
san_francisco,San Francisco Caltrain Southbound,24780,28380,31980,35580,60780,64380,67980,71580,
Limited/1/South/c_71024_b_84138_d_31/MTWRF
san_francisco,San Francisco Caltrain Southbound,24480,28080,31680,56880,60480,64080,67680,
22nd_street,22nd Street Caltrain Southbound,24780,28380,31980,57180,60780,64380,67980,
south_sf,South San Francisco Caltrain Southbound,25260,28860,32460,57660,61260,64860,68460,
place_MLBR,Millbrae Caltrain Southbound,25620,29220,32820,58020,61620,65220,68820,
san_mateo,San Mateo Caltrain Southbound,25920,29520,33120,58320,61920,65520,69120,
hillsdale,Hillsdale Caltrain Southbound,26100,29700,33300,58500,62100,65700,69300,
redwood_city,Redwood City Caltrain Southbound,26520,30120,33720,58920,62520,66120,69720,
menlo_park,Menlo Park Caltrain Southbound,26760,30360,33960,59160,62760,66360,69960,
palo_alto,Palo Alto Caltrain Southbound,26940,30540,34140,59340,62940,66540,70140,
california_ave,California Avenue Caltrain Southbound,27120,30720,34320,59520,63120,66720,70320,
san_antonio,San Antonio Caltrain Southbound,27360,30960,34560,59760,63360,66960,70560,
mountain_view,Mountain View Caltrain Southbound,27540,31140,34740,59940,63540,67140,70740,
sunnyvale,Sunnyvale Caltrain Southbound,27780,31380,34980,60180,63780,67380,70980,
lawrence,Lawrence Caltrain Southbound,27960,31560,35160,60360,63960,67560,71160,
santa_clara,Santa Clara Caltrain Southbound,28260,31860,35460,60660,64260,67860,71460,
sj_diridon,San Jose Diridon Caltrain Southbound,28680,32280,35880,61080,64680,68280,71880,
Express/0/North/c_71024_b_84138_d_31/MTWRF
sj_diridon,San Jose Diridon Caltrain Southbound,22920,26520,30120,55320,58920,62520,66120,
sunnyvale,Sunnyvale Caltrain Southbound,23520,27120,30720,55920,59520,63120,66720,
mountain_view,Mountain View Caltrain Southbound,23760,27360,30960,56160,59760,63360,66960,
palo_alto,Palo Alto Caltrain Southbound,24180,27780,31380,56580,60180,63780,67380,
redwood_city,Redwood City Caltrain Southbound,24540,28140,31740,56940,60540,64140,67740,
hillsdale,Hillsdale Caltrain Southbound,24960,28560,32160,57360,60960,64560,68160,
san_mateo,San Mateo Caltrain Southbound,25140,28740,32340,57540,61140,64740,68340,
place_MLBR,Millbrae Caltrain Southbound,25440,29040,32640,57840,61440,65040,68640,
south_sf,South San Francisco Caltrain Southbound,25740,29340,32940,58140,61740,65340,68940,
22nd_street,22nd Street Caltrain Southbound,26160,29760,33360,58560,62160,65760,69360,
san_francisco,San Francisco Caltrain Southbound,26520,30120,33720,58920,62520,66120,69720,
Express/1/South/c_71024_b_84138_d_31/MTWRF
san_francisco,San Francisco Caltrain Southbound,22800,26400,30000,55200,58800,62400,66000,
22nd_street,22nd Street Caltrain Southbound,23040,26640,30240,55440,59040,62640,66240,
south_sf,South San Francisco Caltrain Southbound,23520,27120,30720,55920,59520,63120,66720,
place_MLBR,Millbrae Caltrain Southbound,23880,27480,31080,56280,59880,63480,67080,
san_mateo,San Mateo Caltrain Southbound,24180,27780,31380,56580,60180,63780,67380,
hillsdale,Hillsdale Caltrain Southbound,24360,27960,31560,56760,60360,63960,67560,
redwood_city,Redwood City Caltrain Southbound,24780,28380,31980,57180,60780,64380,67980,
palo_alto,Palo Alto Caltrain Southbound,25140,28740,32340,57540,61140,64740,68340,
mountain_view,Mountain View Caltrain Southbound,25560,29160,32760,57960,61560,65160,68760,
sunnyvale,Sunnyvale Caltrain Southbound,25740,29340,32940,58140,61740,65340,68940,
sj_diridon,San Jose Diridon Caltrain Southbound,26400,30000,33600,58800,62400,66000,69600,
South County/0/North/c_71024_b_84138_d_31/MTWRF
gilroy,Gilroy Caltrain Southbound,21120,23460,24720,27060,
san_martin,San Martin Caltrain Southbound,21840,24180,25440,27780,
morgan_hill,Morgan Hill Caltrain Southbound,22200,24540,25800,28140,
blossom_hill,Blossom Hill Caltrain Southbound,22980,25320,26580,28920,
capitol,Capitol Caltrain Southbound,23340,25680,26940,29280,
tamien,Tamien Caltrain Southbound,23700,26040,27300,29640,
sj_diridon,San Jose Diridon Caltrain Southbound,24000,26340,27600,29940,
South County/1/South/c_71024_b_84138_d_31/MTWRF
sj_diridon,San Jose Diridon Caltrain Southbound,58980,61260,64860,66180,
tamien,Tamien Caltrain Southbound,59280,61560,65160,66480,
capitol,Capitol Caltrain Southbound,59640,61920,65520,66840,
blossom_hill,Blossom Hill Caltrain Southbound,60000,62280,65880,67200,
morgan_hill,Morgan Hill Caltrain Southbound,60780,63060,66660,67980,
san_martin,San Martin Caltrain Southbound,61200,63480,67080,68400,
gilroy,Gilroy Caltrain Southbound,61860,64140,67740,69060,
Local Weekday/0/North/c_71024_b_84138_d_31/MTWRF
tamien,Tamien Caltrain Southbound,16620,null,21120,null,24720,null,28020,null,31920,null,35520,null,39120,null,42720,null,46320,null,49920,null,53220,null,57120,null,60720,null,64320,null,67920,null,71520,null,75120,null,78720,null,84240,
sj_diridon,San Jose Diridon Caltrain Southbound,16980,18480,21480,23280,25080,26880,28380,30480,32280,34080,35880,37680,39480,41280,43080,44880,46680,48480,50280,52080,53580,55680,57480,59280,61080,62880,64680,66480,68280,70080,71880,73680,75480,77280,79080,81000,84600,
